Datetime,Close,High,Low,Open,Volume
2025-03-13 01:30:00+00:00,83806.578125,83824.296875,83631.8203125,83631.8203125,0
2025-03-13 01:35:00+00:00,83749.5390625,83816.765625,83748.4375,83816.765625,144199680
2025-03-13 01:40:00+00:00,83678.9375,83707.6484375,83678.9375,83696.796875,0
2025-03-13 01:45:00+00:00,83829.34375,83829.34375,83703.125,83703.125,0
2025-03-13 01:50:00+00:00,84076.40625,84106.40625,83853.5,83853.5,0
2025-03-13 01:55:00+00:00,83950.2265625,84089.5625,83950.2265625,84089.5625,1445863424
2025-03-13 02:00:00+00:00,83926.890625,83944.5546875,83883.328125,83944.5546875,0
2025-03-13 02:05:00+00:00,84259.671875,84259.671875,83996.7890625,83996.7890625,0
2025-03-13 02:10:00+00:00,84180.0078125,84180.0078125,84098.5,84143.0078125,653967360
2025-03-13 02:15:00+00:00,84012.859375,84163.7578125,84012.859375,84163.7578125,0
2025-03-13 02:20:00+00:00,83956.1796875,84000.6953125,83942.1171875,84000.6953125,0
2025-03-13 02:25:00+00:00,84012.609375,84012.609375,83902.515625,83902.515625,1042219008
2025-03-13 02:30:00+00:00,83850.1796875,83944.1796875,83850.1796875,83944.1796875,0
2025-03-13 02:35:00+00:00,83873.9453125,83873.9453125,83834.9453125,83834.9453125,0
2025-03-13 02:40:00+00:00,84001.40625,84001.40625,83856.46875,83856.46875,365998080
2025-03-13 02:45:00+00:00,83959.5078125,84011.78125,83948.1953125,83948.1953125,0
2025-03-13 02:50:00+00:00,83893.359375,83959.90625,83893.359375,83949.5546875,0
2025-03-13 02:55:00+00:00,83776.1796875,83871.140625,83776.1796875,83871.140625,0
2025-03-13 03:00:00+00:00,83815.65625,83856.8671875,83815.65625,83856.8671875,660221952
2025-03-13 03:05:00+00:00,83768.9453125,83856.4453125,83768.9453125,83815.6328125,0
2025-03-13 03:10:00+00:00,83941.703125,83941.703125,83844.4375,83844.4375,188366848
2025-03-13 03:15:00+00:00,84065.4140625,84065.4140625,83952.78125,83952.78125,600977408
2025-03-13 03:20:00+00:00,84102.6484375,84102.6484375,84059.0,84077.546875,0
2025-03-13 03:25:00+00:00,83952.2109375,84124.8046875,83952.2109375,84124.8046875,2498560
2025-03-13 03:30:00+00:00,83711.46875,83882.6484375,83666.03125,83882.6484375,0
2025-03-13 03:35:00+00:00,83666.2421875,83694.5,83666.2421875,83681.3984375,0
2025-03-13 03:40:00+00:00,83609.7109375,83726.0625,83609.7109375,83726.0625,593227776
2025-03-13 03:45:00+00:00,83618.7109375,83618.7109375,83593.9921875,83598.3046875,0
2025-03-13 03:50:00+00:00,83627.828125,83642.375,83583.4140625,83606.890625,76226560
2025-03-13 03:55:00+00:00,83572.59375,83646.046875,83572.59375,83619.40625,380522496
2025-03-13 04:00:00+00:00,83602.484375,83602.484375,83554.8828125,83554.8828125,0
2025-03-13 04:05:00+00:00,83614.390625,83614.390625,83563.875,83608.5859375,0
2025-03-13 04:10:00+00:00,83625.2890625,83648.2890625,83588.3046875,83599.90625,0
2025-03-13 04:15:00+00:00,83487.75,83643.203125,83487.75,83604.2421875,0
2025-03-13 04:20:00+00:00,83497.6015625,83503.9765625,83468.984375,83468.984375,1575317504
2025-03-13 04:25:00+00:00,83506.4375,83506.4375,83473.0390625,83503.5625,0
2025-03-13 04:30:00+00:00,83456.8046875,83507.09375,83428.21875,83461.328125,187301888
2025-03-13 04:35:00+00:00,83325.609375,83402.84375,83325.609375,83402.84375,0
2025-03-13 04:40:00+00:00,83286.15625,83306.8671875,83267.796875,83267.796875,42491904
2025-03-13 04:45:00+00:00,83415.34375,83415.34375,83310.578125,83310.578125,528928768
2025-03-13 04:50:00+00:00,83365.765625,83440.078125,83365.765625,83420.5390625,105947136
2025-03-13 04:55:00+00:00,83270.6796875,83361.7109375,83230.0390625,83361.7109375,0
2025-03-13 05:00:00+00:00,83373.5,83373.5,83288.328125,83288.328125,98680832
2025-03-13 05:05:00+00:00,83341.8828125,83410.1015625,83341.8828125,83410.1015625,0
2025-03-13 05:10:00+00:00,83354.6953125,83354.6953125,83330.8125,83330.8125,0
2025-03-13 05:15:00+00:00,83350.6953125,83356.3203125,83316.7265625,83356.3203125,0
2025-03-13 05:20:00+00:00,83434.3984375,83434.3984375,83363.8984375,83366.453125,0
2025-03-13 05:25:00+00:00,83447.7890625,83497.828125,83447.7890625,83454.8671875,147443712
2025-03-13 05:30:00+00:00,83339.6796875,83448.921875,83339.6796875,83448.921875,301670400
2025-03-13 05:35:00+00:00,83184.0,83324.0390625,83184.0,83324.0390625,0
2025-03-13 05:40:00+00:00,83138.0078125,83172.6796875,83136.421875,83172.6796875,185958400
2025-03-13 05:45:00+00:00,83217.1875,83217.1875,83124.3046875,83124.3046875,0
2025-03-13 05:50:00+00:00,83108.0234375,83194.921875,83091.203125,83194.921875,442126336
2025-03-13 05:55:00+00:00,83152.875,83152.875,83118.1328125,83124.1796875,342716416
2025-03-13 06:00:00+00:00,83082.5078125,83187.4453125,83082.5078125,83147.953125,0
2025-03-13 06:05:00+00:00,83047.796875,83047.796875,82996.6328125,83041.65625,0
2025-03-13 06:10:00+00:00,82993.5625,83038.75,82993.5625,83010.4375,582832128
2025-03-13 06:15:00+00:00,82992.609375,82992.609375,82985.515625,82985.515625,0
2025-03-13 06:20:00+00:00,82944.1953125,83000.640625,82944.1953125,83000.640625,0
2025-03-13 06:25:00+00:00,82924.9765625,82949.3515625,82905.40625,82905.40625,671330304
2025-03-13 06:30:00+00:00,83071.828125,83071.828125,83004.078125,83004.078125,0
2025-03-13 06:35:00+00:00,83053.40625,83102.3203125,83053.40625,83102.3203125,883822592
2025-03-13 06:40:00+00:00,83027.6484375,83053.46875,83026.9609375,83053.46875,0
2025-03-13 06:45:00+00:00,83208.0234375,83238.140625,83040.0390625,83040.0390625,57024512
2025-03-13 06:50:00+00:00,83294.84375,83294.84375,83217.234375,83217.234375,0
2025-03-13 06:55:00+00:00,83294.515625,83294.515625,83253.5859375,83262.8671875,34123776
2025-03-13 07:00:00+00:00,83285.28125,83313.6953125,83269.0,83269.0,0
2025-03-13 07:05:00+00:00,83221.046875,83322.4921875,83221.046875,83322.4921875,638537728
2025-03-13 07:10:00+00:00,83201.03125,83239.3515625,83159.9609375,83164.34375,0
2025-03-13 07:15:00+00:00,83274.421875,83278.40625,83204.140625,83204.140625,0
2025-03-13 07:20:00+00:00,83486.859375,83486.859375,83293.9296875,83293.9296875,0
2025-03-13 07:25:00+00:00,83435.546875,83459.4921875,83397.6796875,83428.5234375,960286720
2025-03-13 07:30:00+00:00,83463.578125,83463.578125,83412.40625,83412.40625,0
2025-03-13 07:35:00+00:00,83295.3046875,83440.640625,83295.3046875,83440.640625,0
2025-03-13 07:40:00+00:00,83288.7734375,83288.7734375,83219.6484375,83231.203125,0
2025-03-13 07:45:00+00:00,83298.3828125,83298.3828125,83257.9296875,83257.9296875,71696384
2025-03-13 07:50:00+00:00,83265.46875,83322.3359375,83265.46875,83315.0390625,0
2025-03-13 07:55:00+00:00,83177.5625,83256.5546875,83177.5625,83256.5546875,0
2025-03-13 08:00:00+00:00,83215.03125,83215.03125,83133.84375,83137.734375,0
2025-03-13 08:05:00+00:00,83172.7890625,83208.4140625,83169.4296875,83208.4140625,0
2025-03-13 08:10:00+00:00,83180.390625,83214.1953125,83175.890625,83214.1953125,67321856
2025-03-13 08:15:00+00:00,82957.765625,83179.4375,82957.765625,83179.4375,0
2025-03-13 08:20:00+00:00,82772.7734375,82987.453125,82772.7734375,82969.953125,0
2025-03-13 08:25:00+00:00,82611.203125,82669.765625,82611.203125,82669.765625,0
2025-03-13 08:30:00+00:00,82694.59375,82706.6640625,82639.5,82639.5,810016768
2025-03-13 08:35:00+00:00,82626.359375,82767.4375,82626.359375,82686.4140625,0
2025-03-13 08:40:00+00:00,82535.625,82616.859375,82470.828125,82616.859375,0
2025-03-13 08:45:00+00:00,82794.4296875,82794.4296875,82640.1953125,82640.1953125,0
2025-03-13 08:50:00+00:00,82858.9140625,82881.7421875,82810.1640625,82810.1640625,0
2025-03-13 08:55:00+00:00,83020.7421875,83020.7421875,82851.21875,82851.21875,0
2025-03-13 09:00:00+00:00,83138.3984375,83181.25,82985.9609375,82985.9609375,274599936
2025-03-13 09:05:00+00:00,83051.5,83201.0234375,83051.5,83162.5,0
2025-03-13 09:10:00+00:00,83133.5625,83146.984375,83068.3359375,83068.3359375,0
2025-03-13 09:15:00+00:00,83275.796875,83275.796875,83151.1171875,83151.1171875,0
2025-03-13 09:20:00+00:00,83338.0390625,83450.71875,83338.0390625,83435.2265625,648355840
2025-03-13 09:25:00+00:00,83268.4140625,83307.90625,83268.4140625,83296.171875,0
2025-03-13 09:30:00+00:00,83280.390625,83280.390625,83215.28125,83243.046875,680648704
2025-03-13 09:35:00+00:00,83336.1953125,83336.1953125,83293.765625,83303.03125,0
2025-03-13 09:40:00+00:00,83267.5234375,83325.5234375,83267.5234375,83325.5234375,56168448
2025-03-13 09:45:00+00:00,83383.4453125,83383.4453125,83276.40625,83276.40625,0
2025-03-13 09:50:00+00:00,83313.6875,83431.390625,83313.6875,83431.390625,163340288
2025-03-13 09:55:00+00:00,83399.921875,83399.921875,83334.28125,83337.7421875,67399680
2025-03-13 10:00:00+00:00,83346.203125,83418.25,83346.203125,83416.9921875,0
2025-03-13 10:05:00+00:00,83279.2578125,83366.5078125,83279.2578125,83366.5078125,0
2025-03-13 10:10:00+00:00,83315.6640625,83341.2890625,83262.9140625,83280.953125,56131584
2025-03-13 10:15:00+00:00,83256.4765625,83330.09375,83252.5546875,83330.09375,0
2025-03-13 10:20:00+00:00,83227.203125,83227.203125,83187.4453125,83187.4453125,113164288
2025-03-13 10:25:00+00:00,83181.1328125,83247.2578125,83181.1328125,83222.9765625,0
2025-03-13 10:30:00+00:00,83250.9296875,83364.421875,83250.9296875,83276.9140625,537817088
2025-03-13 10:35:00+00:00,83145.765625,83145.765625,83078.3359375,83140.2734375,0
2025-03-13 10:40:00+00:00,83072.703125,83161.2734375,83072.703125,83161.2734375,700542976
2025-03-13 10:45:00+00:00,83051.8125,83094.75,83020.0625,83094.75,112701440
2025-03-13 10:50:00+00:00,83236.171875,83251.2578125,83115.875,83115.875,0
2025-03-13 10:55:00+00:00,83138.2734375,83257.0234375,83136.5625,83257.0234375,0
2025-03-13 11:00:00+00:00,83105.765625,83168.875,83105.765625,83168.875,754171904
2025-03-13 11:05:00+00:00,83087.5859375,83089.671875,83027.0859375,83089.671875,0
2025-03-13 11:10:00+00:00,82991.859375,83079.8203125,82991.859375,83071.84375,0
2025-03-13 11:15:00+00:00,82864.4921875,82973.8203125,82864.4921875,82973.8203125,0
2025-03-13 11:20:00+00:00,82881.4140625,82894.796875,82856.4375,82856.4375,139046912
2025-03-13 11:25:00+00:00,82793.5234375,82884.078125,82793.5234375,82884.078125,0
2025-03-13 11:30:00+00:00,82945.6875,82945.6875,82839.921875,82839.921875,516866048
2025-03-13 11:35:00+00:00,82765.21875,82980.2265625,82765.21875,82980.2265625,0
2025-03-13 11:40:00+00:00,82820.96875,82851.3828125,82772.5078125,82772.5078125,644911104
2025-03-13 11:45:00+00:00,82745.609375,82877.9296875,82745.609375,82877.9296875,28676096
2025-03-13 11:50:00+00:00,82833.546875,82833.546875,82777.859375,82777.859375,0
2025-03-13 11:55:00+00:00,82837.328125,82938.2734375,82812.3125,82816.359375,838463488
2025-03-13 12:00:00+00:00,82866.21875,82920.5703125,82866.21875,82920.5703125,0
2025-03-13 12:05:00+00:00,82751.921875,82839.265625,82751.921875,82839.265625,269824000
2025-03-13 12:10:00+00:00,82844.4296875,82844.4296875,82766.9609375,82791.3671875,0
2025-03-13 12:15:00+00:00,82985.0625,82985.0625,82824.96875,82824.96875,209666048
2025-03-13 12:20:00+00:00,83187.4296875,83187.4296875,82963.3671875,82963.3671875,0
2025-03-13 12:25:00+00:00,83289.3203125,83289.3203125,83141.3046875,83141.3046875,0
2025-03-13 12:30:00+00:00,83177.6875,83265.3203125,82961.0625,83265.3203125,0
2025-03-13 12:35:00+00:00,82733.328125,83074.421875,82733.328125,83074.421875,0
2025-03-13 12:40:00+00:00,82907.8515625,82908.25,82800.8515625,82800.8515625,85151744
2025-03-13 12:45:00+00:00,82850.0703125,82981.4375,82816.6953125,82981.4375,33392640
2025-03-13 12:50:00+00:00,82680.6640625,82695.296875,82631.78125,82695.296875,370163712
2025-03-13 12:55:00+00:00,82444.0859375,82633.046875,82358.8828125,82633.046875,0
2025-03-13 13:00:00+00:00,82821.2421875,82841.53125,82487.546875,82487.546875,0
2025-03-13 13:05:00+00:00,82803.609375,82825.4296875,82689.3203125,82825.4296875,93102080
2025-03-13 13:10:00+00:00,82640.6171875,82754.25,82592.40625,82754.25,0
2025-03-13 13:15:00+00:00,82603.859375,82604.40625,82557.046875,82604.40625,0
2025-03-13 13:20:00+00:00,82776.078125,82776.078125,82548.7265625,82623.40625,364365824
2025-03-13 13:25:00+00:00,82903.4375,82903.4375,82796.9140625,82830.171875,0
2025-03-13 13:30:00+00:00,82632.6015625,82882.203125,82632.6015625,82882.203125,0
2025-03-13 13:35:00+00:00,82454.828125,82859.765625,82454.828125,82859.765625,0
2025-03-13 13:40:00+00:00,82581.546875,82581.546875,82475.5625,82475.5625,1200156672
2025-03-13 13:45:00+00:00,82126.078125,82403.4921875,82126.078125,82383.3984375,0
2025-03-13 13:50:00+00:00,81919.1953125,82177.6953125,81919.1953125,82177.6953125,422402048
2025-03-13 13:55:00+00:00,81725.8359375,81870.2578125,81671.8359375,81870.2578125,209383424
2025-03-13 14:00:00+00:00,81908.875,81908.875,81606.4609375,81721.609375,61036544
2025-03-13 14:05:00+00:00,81918.375,82023.3515625,81918.375,82023.3515625,0
2025-03-13 14:10:00+00:00,81913.6328125,81965.125,81883.8203125,81883.8203125,126279680
2025-03-13 14:15:00+00:00,82308.171875,82308.171875,82005.1015625,82005.1015625,13895680
2025-03-13 14:20:00+00:00,82168.921875,82281.9453125,82168.921875,82281.9453125,86333440
2025-03-13 14:25:00+00:00,82145.1953125,82289.3046875,82145.1953125,82172.203125,69249024
2025-03-13 14:30:00+00:00,82063.5390625,82063.5390625,81924.6171875,81924.6171875,0
2025-03-13 14:35:00+00:00,82166.171875,82166.171875,82083.2734375,82089.734375,0
2025-03-13 14:40:00+00:00,81899.6328125,82093.8359375,81899.6328125,82093.8359375,0
2025-03-13 14:45:00+00:00,81967.59375,82111.875,81967.59375,82047.4296875,343140352
2025-03-13 14:50:00+00:00,82198.9921875,82198.9921875,81918.3125,81918.3125,0
2025-03-13 14:55:00+00:00,81962.234375,82150.453125,81962.234375,82150.453125,21944320
2025-03-13 15:00:00+00:00,82016.03125,82093.890625,82016.03125,82093.890625,0
2025-03-13 15:05:00+00:00,81693.8984375,81783.7265625,81649.0625,81783.7265625,0
2025-03-13 15:10:00+00:00,81630.0703125,81694.046875,81630.0703125,81631.046875,0
2025-03-13 15:15:00+00:00,81478.265625,81618.28125,81478.265625,81618.28125,0
2025-03-13 15:20:00+00:00,81715.5703125,81715.5703125,81603.0,81606.0,0
2025-03-13 15:25:00+00:00,81634.4921875,81784.34375,81634.4921875,81784.34375,0
2025-03-13 15:30:00+00:00,81421.5,81609.40625,81421.5,81609.40625,0
2025-03-13 15:35:00+00:00,81112.1875,81402.359375,81112.1875,81402.359375,29024256
2025-03-13 15:40:00+00:00,81171.5546875,81171.5546875,80997.8125,81110.7421875,0
2025-03-13 15:45:00+00:00,81211.8046875,81431.5546875,81199.015625,81431.5546875,340451328
2025-03-13 15:50:00+00:00,81031.3203125,81266.6484375,81031.3203125,81266.6484375,0
2025-03-13 15:55:00+00:00,81059.4375,81059.4375,81002.640625,81013.28125,160700416
2025-03-13 16:00:00+00:00,81109.8671875,81132.3125,81018.625,81018.625,0
2025-03-13 16:05:00+00:00,80993.4921875,81002.765625,80899.75,81002.765625,0
2025-03-13 16:10:00+00:00,80902.7421875,81007.0234375,80858.7890625,81007.0234375,0
2025-03-13 16:15:00+00:00,80947.609375,80971.3203125,80875.6640625,80930.765625,58576896
2025-03-13 16:20:00+00:00,81098.7890625,81098.7890625,80958.6328125,80958.6328125,59717632
2025-03-13 16:25:00+00:00,81002.6484375,81056.078125,81002.140625,81056.078125,0
2025-03-13 16:30:00+00:00,80992.9296875,80992.9296875,80912.9375,80953.640625,0
2025-03-13 16:35:00+00:00,81102.3515625,81102.3515625,80926.7421875,80964.3671875,0
2025-03-13 16:40:00+00:00,81083.96875,81198.6875,81055.7109375,81198.6875,142311424
2025-03-13 16:45:00+00:00,80719.5390625,80992.3984375,80719.5390625,80992.3984375,0
2025-03-13 16:50:00+00:00,80792.953125,80811.515625,80748.9296875,80748.9296875,181770240
2025-03-13 16:55:00+00:00,80760.9140625,80764.890625,80720.765625,80720.765625,0
2025-03-13 17:00:00+00:00,80686.9140625,80808.0234375,80686.9140625,80808.0234375,0
2025-03-13 17:05:00+00:00,80615.921875,80731.234375,80615.921875,80731.234375,0
2025-03-13 17:10:00+00:00,80544.2734375,80697.8125,80490.0859375,80697.8125,217769984
2025-03-13 17:15:00+00:00,80276.125,80549.84375,80276.125,80549.84375,0
2025-03-13 17:20:00+00:00,80265.8125,80409.7109375,80265.8125,80336.8671875,0
2025-03-13 17:25:00+00:00,80324.1953125,80324.1953125,80190.8515625,80284.40625,3289184256
2025-03-13 17:30:00+00:00,80294.4765625,80476.40625,80238.703125,80476.40625,3020800
2025-03-13 17:35:00+00:00,80201.859375,80254.6171875,80188.015625,80188.703125,176793600
2025-03-13 17:40:00+00:00,80110.0078125,80163.796875,80110.0078125,80163.796875,67958784
2025-03-13 17:45:00+00:00,79932.3515625,80111.84375,79932.3515625,80111.84375,64583680
2025-03-13 17:50:00+00:00,80152.1015625,80152.1015625,79986.4296875,79986.4296875,178788352
2025-03-13 17:55:00+00:00,79976.3671875,80125.109375,79976.3671875,80125.109375,0
2025-03-13 18:00:00+00:00,80406.171875,80406.171875,80026.421875,80026.421875,198656
2025-03-13 18:05:00+00:00,80528.15625,80528.15625,80426.7421875,80452.234375,149182464
2025-03-13 18:10:00+00:00,80673.6484375,80673.6484375,80392.109375,80392.109375,0
2025-03-13 18:15:00+00:00,80541.2578125,80712.09375,80541.2578125,80712.09375,246542336
2025-03-13 18:20:00+00:00,80802.1796875,80802.1796875,80614.828125,80631.890625,0
2025-03-13 18:25:00+00:00,80816.2734375,80893.984375,80816.2734375,80833.1015625,57407488
2025-03-13 18:30:00+00:00,80849.5859375,80867.6796875,80773.890625,80867.6796875,30464000
2025-03-13 18:35:00+00:00,80808.4140625,80831.3125,80642.46875,80831.3125,0
2025-03-13 18:40:00+00:00,80697.1640625,80788.0546875,80697.1640625,80788.0546875,101914624
2025-03-13 18:45:00+00:00,80782.6328125,80782.6328125,80668.5078125,80746.2421875,0
2025-03-13 18:50:00+00:00,80593.765625,80793.5,80593.765625,80793.5,0
2025-03-13 18:55:00+00:00,80788.4296875,80788.4296875,80694.5703125,80699.8515625,241049600
2025-03-13 19:00:00+00:00,80933.6953125,80948.859375,80768.6484375,80768.6484375,0
2025-03-13 19:05:00+00:00,80676.2421875,80868.53125,80676.2421875,80868.53125,0
2025-03-13 19:10:00+00:00,80681.421875,80690.890625,80676.2109375,80690.890625,247580672
2025-03-13 19:15:00+00:00,80595.8828125,80692.0390625,80595.8828125,80692.0390625,0
2025-03-13 19:20:00+00:00,80634.7421875,80652.59375,80591.6953125,80652.59375,0
2025-03-13 19:25:00+00:00,80419.15625,80585.7734375,80419.15625,80585.7734375,0
2025-03-13 19:30:00+00:00,80624.0703125,80624.0703125,80474.4296875,80517.6640625,0
2025-03-13 19:35:00+00:00,80397.3046875,80601.0859375,80397.3046875,80601.0859375,10473472
2025-03-13 19:40:00+00:00,80322.5625,80450.3046875,80322.5625,80391.0,0
2025-03-13 19:45:00+00:00,80304.8984375,80310.6015625,80236.234375,80310.6015625,174909440
2025-03-13 19:50:00+00:00,80210.4140625,80304.0,80148.3125,80304.0,0
2025-03-13 19:55:00+00:00,80251.234375,80391.8828125,80251.234375,80271.578125,45105152
2025-03-13 20:00:00+00:00,80441.3359375,80441.3359375,80147.9765625,80147.9765625,20674560
2025-03-13 20:05:00+00:00,80332.9375,80408.015625,80332.9375,80408.015625,0
2025-03-13 20:10:00+00:00,80356.2109375,80356.2109375,80299.3515625,80348.546875,92489728
2025-03-13 20:15:00+00:00,80501.1484375,80516.203125,80362.3515625,80362.3515625,109850624
2025-03-13 20:20:00+00:00,80567.03125,80609.75,80561.203125,80609.75,0
2025-03-13 20:25:00+00:00,80594.84375,80606.5703125,80514.53125,80519.7109375,0
2025-03-13 20:30:00+00:00,80631.0234375,80651.7421875,80608.0546875,80608.0546875,310609920
2025-03-13 20:35:00+00:00,80572.1875,80597.109375,80572.1875,80583.75,0
2025-03-13 20:40:00+00:00,80507.8125,80615.796875,80507.8125,80602.7578125,42227712
2025-03-13 20:45:00+00:00,80277.4765625,80364.0078125,80277.4765625,80364.0078125,0
2025-03-13 20:50:00+00:00,80287.0078125,80287.0078125,80263.59375,80269.0703125,55097344
